timestamp,camera_id,junction_id,arm_id,label,hour_of_week,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,mean_bbox_growth_rate
2026-03-13T12:11:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,37,0,0.114,8.73,55114.7,1517267.7,1.49,-0.047978,-0.998848,0,297.0656
2026-03-13T12:12:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,42,0,0.0911,3.76,25408.6,1002196.0,1.25,-0.052336,-0.99863,0,117.6796
2026-03-13T12:13:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,45,1,0.1349,8.11,40573.6,1179635.6,1.91,-0.056693,-0.998392,0,158.1486
2026-03-13T12:14:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,46,0,0.0983,7.01,35751.3,991193.4,1.82,-0.061049,-0.998135,0,159.351
2026-03-13T12:15:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,43,0,0.0943,7.51,37358.4,970180.1,1.92,-0.065403,-0.997859,0,119.3594
2026-03-13T12:16:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,20,1,0.0977,8.05,50592.5,461260.6,1.26,-0.069756,-0.997564,0,116.3711
2026-03-13T12:17:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,37,0,0.1368,9.27,43151.7,869634.5,1.91,-0.074108,-0.99725,0,142.2174
2026-03-13T12:18:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,43,0,0.0736,8.79,40999.7,956781.2,1.95,-0.078459,-0.996917,0,121.9842
2026-03-13T12:19:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,36,0,0.0751,5.4,37954.4,875163.2,1.28,-0.082808,-0.996566,0,128.5644
2026-03-13T12:20:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,28,0,0.0684,7.3,49821.6,1517267.7,1.31,-0.087156,-0.996195,0,140.1819
2026-03-13T12:21:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,OFF_PEAK_JAM,108,31,1,0.1613,10.33,50994.2,869634.5,1.72,-0.091502,-0.995805,0,159.1332
2026-03-13T12:22:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,44,0,0.0891,9.58,40970.9,956781.2,2.24,-0.095846,-0.995396,0,120.317
2026-03-13T12:23:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,33,0,0.0696,4.93,36821.3,875163.2,1.17,-0.100188,-0.994969,0,113.9942
2026-03-13T12:24:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,45,0,0.0761,8.93,46790.9,1517267.7,1.88,-0.104528,-0.994522,0,164.369
2026-03-13T12:25:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,35,0,0.0538,6.01,38605.7,875163.2,1.36,-0.108867,-0.994056,0,105.2801
2026-03-13T12:26:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,37,0,0.0694,5.98,43401.4,1517267.7,1.27,-0.113203,-0.993572,0,138.0737
2026-03-13T12:27:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,33,0,0.0881,4.19,37273.2,1517267.7,0.94,-0.117537,-0.993068,0,73.4627
2026-03-13T12:35:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,33,0,0.13,6.13,39248.5,994207.1,1.37,-0.152123,-0.988362,0,123.5217
2026-03-13T12:36:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,34,0,0.0681,3.55,25579.7,600380.1,1.15,-0.156434,-0.987688,0,94.6622
2026-03-13T12:37:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,32,0,0.1718,6.8,46861.8,1200714.7,1.5,-0.160743,-0.986996,0,79.0937
2026-03-13T12:38:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,25,0,0.0917,4.23,40355.4,1034001.8,1.1,-0.165048,-0.986286,0,110.1496
2026-03-13T12:39:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,26,0,0.1108,3.43,29131.3,722968.8,1.1,-0.16935,-0.985556,0,83.2658
2026-03-13T12:40:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,30,0,0.0415,2.97,26627.0,591099.3,1.03,-0.173648,-0.984808,0,216.6283
2026-03-13T12:41:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,31,0,0.1049,9.42,54582.8,1045475.6,1.64,-0.177944,-0.984041,0,188.0879
2026-03-13T12:42:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,31,0,0.1011,2.79,26718.9,665091.0,1.06,-0.182236,-0.983255,0,56.2732
2026-03-13T12:43:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,36,0,0.0995,4.94,35081.8,876629.6,1.51,-0.186524,-0.98245,0,84.7368
2026-03-13T12:44:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,43,0,0.1024,8.01,64360.7,1162340.4,1.45,-0.190809,-0.981627,0,125.659
2026-03-13T12:45:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,25,0,0.1471,2.53,28926.8,1091736.9,0.84,-0.19509,-0.980785,0,27.7204
2026-03-13T12:46:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,28,0,0.0523,2.31,27429.9,357671.0,0.92,-0.199368,-0.979925,0,80.6133
2026-03-13T12:47:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,22,0,0.1352,2.02,28892.7,551560.5,0.67,-0.203642,-0.979045,0,-50.4532
2026-03-13T12:48:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,20,0,0.0676,3.92,43309.4,1085302.8,0.74,-0.207912,-0.978148,0,123.9654
2026-03-13T12:49:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,26,0,0.0859,5.06,48347.0,1149026.6,0.97,-0.212178,-0.977231,0,118.6242
2026-03-13T12:50:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,18,0,0.055,3.61,35940.1,1024188.5,0.82,-0.21644,-0.976296,0,133.8744
2026-03-13T12:51:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,20,0,0.1344,3.59,32776.1,1076031.6,0.95,-0.220697,-0.975342,0,89.713
2026-03-13T12:52:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,26,0,0.0877,3.29,33426.6,1002682.7,0.99,-0.224951,-0.97437,0,98.0757
2026-03-13T12:53:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,15,0,0.0355,2.01,41799.7,597220.8,0.5,-0.2292,-0.973379,0,98.1609
2026-03-13T12:54:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,27,0,0.1238,4.52,46102.2,1015468.7,0.97,-0.233445,-0.97237,0,150.0477
2026-03-13T12:55:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,19,0,0.1553,4.89,45702.3,1192485.2,0.82,-0.237686,-0.971342,0,59.4382
2026-03-13T12:56:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,23,0,0.1231,5.58,51924.5,1244250.8,0.9,-0.241922,-0.970296,0,181.4706
2026-03-13T12:57:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,32,0,0.0386,3.58,32733.1,590193.2,1.02,-0.246153,-0.969231,0,75.1654
2026-03-13T12:58:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,35,0,0.0438,2.5,23042.5,523505.0,1.06,-0.25038,-0.968148,0,292.7831
